raceId,year,round,racename,date,driverId,driverRef,surname,constructorId,constructorRef,constructorname,constructornat,resultId,number,grid,position,positionText,positionOrder,points,laps,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,stop,lap,time,duration,milliseconds
900,2014,1,Australian Grand Prix,2014-03-16,3,rosberg,Rosberg,131,mercedes,Mercedes,German,22130,6,3,1,1,1,25,57,19,1,1:32.478,206.436,1,1,12,17:27:27,24.331,24331
900,2014,1,Australian Grand Prix,2014-03-16,3,rosberg,Rosberg,131,mercedes,Mercedes,German,22130,6,3,1,1,1,25,57,19,1,1:32.478,206.436,1,2,38,18:10:59,23.673,23673
900,2014,1,Australian Grand Prix,2014-03-16,4,alonso,Alonso,6,ferrari,Ferrari,Italian,22133,14,5,4,4,4,12,57,57,7,1:33.186,204.867,1,1,12,17:27:55,22.887,22887
900,2014,1,Australian Grand Prix,2014-03-16,4,alonso,Alonso,6,ferrari,Ferrari,Italian,22133,14,5,4,4,4,12,57,57,7,1:33.186,204.867,1,2,35,18:06:45,21.978,21978
900,2014,1,Australian Grand Prix,2014-03-16,8,raikkonen,Räikkönen,6,ferrari,Ferrari,Italian,22136,7,11,7,7,7,6,57,56,8,1:33.210,204.814,1,1,12,17:28:02,25.543,25543
900,2014,1,Australian Grand Prix,2014-03-16,8,raikkonen,Räikkönen,6,ferrari,Ferrari,Italian,22136,7,11,7,7,7,6,57,56,8,1:33.210,204.814,1,2,36,18:08:30,21.825,21825
900,2014,1,Australian Grand Prix,2014-03-16,16,sutil,Sutil,15,sauber,Sauber,Swiss,22140,99,13,11,11,11,0,56,34,9,1:33.366,204.472,11,1,35,18:07:21,24.305,24305
900,2014,1,Australian Grand Prix,2014-03-16,18,button,Button,1,mclaren,McLaren,British,22132,22,10,3,3,3,15,57,39,5,1:32.917,205.46,1,1,11,17:26:02,22.411,22411
900,2014,1,Australian Grand Prix,2014-03-16,18,button,Button,1,mclaren,McLaren,British,22132,22,10,3,3,3,15,57,39,5,1:32.917,205.46,1,2,32,18:02:01,22.399,22399
900,2014,1,Australian Grand Prix,2014-03-16,154,grosjean,Grosjean,208,lotus_f1,Lotus F1,British,22144,8,22,NA,R,15,0,43,41,15,1:35.281,200.363,132,1,1,17:09:56,17.255,17255
900,2014,1,Australian Grand Prix,2014-03-16,154,grosjean,Grosjean,208,lotus_f1,Lotus F1,British,22144,8,22,NA,R,15,0,43,41,15,1:35.281,200.363,132,2,28,17:56:08,22.264,22264
900,2014,1,Australian Grand Prix,2014-03-16,807,hulkenberg,Hülkenberg,10,force_india,Force India,Indian,22135,27,7,6,6,6,8,57,56,2,1:32.568,206.235,1,1,12,17:27:51,22.615,22615
900,2014,1,Australian Grand Prix,2014-03-16,807,hulkenberg,Hülkenberg,10,force_india,Force India,Indian,22135,27,7,6,6,6,8,57,56,2,1:32.568,206.235,1,2,33,18:03:36,22.933,22933
900,2014,1,Australian Grand Prix,2014-03-16,813,maldonado,Maldonado,208,lotus_f1,Lotus F1,British,22145,13,21,NA,R,16,0,29,30,14,1:34.766,201.451,132,1,29,17:57:57,22.847,22847
900,2014,1,Australian Grand Prix,2014-03-16,815,perez,Pérez,10,force_india,Force India,Indian,22139,11,16,10,10,10,1,57,38,4,1:32.634,206.088,1,1,1,17:10:14,25.541,25541
900,2014,1,Australian Grand Prix,2014-03-16,815,perez,Pérez,10,force_india,Force India,Indian,22139,11,16,10,10,10,1,57,38,4,1:32.634,206.088,1,2,11,17:27:03,22.497,22497
900,2014,1,Australian Grand Prix,2014-03-16,815,perez,Pérez,10,force_india,Force India,Indian,22139,11,16,10,10,10,1,57,38,4,1:32.634,206.088,1,3,32,18:02:29,22.526,22526
900,2014,1,Australian Grand Prix,2014-03-16,817,ricciardo,Ricciardo,9,red_bull,Red Bull,Austrian,22151,3,2,NA,D,22,0,57,NA,0,NA,NA,2,1,12,17:27:37,22.994,22994
900,2014,1,Australian Grand Prix,2014-03-16,817,ricciardo,Ricciardo,9,red_bull,Red Bull,Austrian,22151,3,2,NA,D,22,0,57,NA,0,NA,NA,2,2,36,18:08:06,22.427,22427
900,2014,1,Australian Grand Prix,2014-03-16,818,vergne,Vergne,5,toro_rosso,Toro Rosso,Italian,22137,25,6,8,8,8,4,57,56,10,1:33.691,203.763,1,1,12,17:28:02,23.124,23124
900,2014,1,Australian Grand Prix,2014-03-16,818,vergne,Vergne,5,toro_rosso,Toro Rosso,Italian,22137,25,6,8,8,8,4,57,56,10,1:33.691,203.763,1,2,33,18:03:39,22.978,22978
900,2014,1,Australian Grand Prix,2014-03-16,820,chilton,Chilton,206,marussia,Marussia,Russian,22142,4,17,13,13,13,0,55,33,12,1:34.202,202.658,12,1,24,17:49:56,24.209,24209
900,2014,1,Australian Grand Prix,2014-03-16,820,chilton,Chilton,206,marussia,Marussia,Russian,22142,4,17,13,13,13,0,55,33,12,1:34.202,202.658,12,2,41,18:18:13,23.493,23493
900,2014,1,Australian Grand Prix,2014-03-16,821,gutierrez,Gutiérrez,15,sauber,Sauber,Swiss,22141,21,20,12,12,12,0,56,41,13,1:34.564,201.882,11,1,1,17:10:12,32.657,32657
900,2014,1,Australian Grand Prix,2014-03-16,821,gutierrez,Gutiérrez,15,sauber,Sauber,Swiss,22141,21,20,12,12,12,0,56,41,13,1:34.564,201.882,11,2,30,17:59:29,23.797,23797
900,2014,1,Australian Grand Prix,2014-03-16,822,bottas,Bottas,3,williams,Williams,British,22134,77,15,5,5,5,10,57,56,3,1:32.616,206.128,1,1,10,17:24:46,34.921,34921
900,2014,1,Australian Grand Prix,2014-03-16,822,bottas,Bottas,3,williams,Williams,British,22134,77,15,5,5,5,10,57,56,3,1:32.616,206.128,1,2,36,18:08:28,23.117,23117
900,2014,1,Australian Grand Prix,2014-03-16,824,jules_bianchi,Bianchi,206,marussia,Marussia,Russian,22143,17,18,NA,N,14,0,49,55,16,1:35.635,199.621,18,1,20,17:54:48,23.821,23821
900,2014,1,Australian Grand Prix,2014-03-16,824,jules_bianchi,Bianchi,206,marussia,Marussia,Russian,22143,17,18,NA,N,14,0,49,55,16,1:35.635,199.621,18,2,35,18:19:32,22.656,22656
900,2014,1,Australian Grand Prix,2014-03-16,825,kevin_magnussen,Magnussen,1,mclaren,McLaren,British,22131,20,4,2,2,2,18,57,49,6,1:33.066,205.131,1,1,12,17:27:45,23.150,23150
900,2014,1,Australian Grand Prix,2014-03-16,825,kevin_magnussen,Magnussen,1,mclaren,McLaren,British,22131,20,4,2,2,2,18,57,49,6,1:33.066,205.131,1,2,37,18:09:47,22.273,22273
900,2014,1,Australian Grand Prix,2014-03-16,826,kvyat,Kvyat,5,toro_rosso,Toro Rosso,Italian,22138,26,8,9,9,9,2,57,35,11,1:33.864,203.387,1,1,12,17:28:03,30.514,30514
900,2014,1,Australian Grand Prix,2014-03-16,826,kvyat,Kvyat,5,toro_rosso,Toro Rosso,Italian,22138,26,8,9,9,9,2,57,35,11,1:33.864,203.387,1,2,36,18:08:31,23.920,23920
900,2014,1,Australian Grand Prix,2014-03-16,828,ericsson,Ericsson,207,caterham,Caterham,Malaysian,22146,9,19,NA,R,17,0,27,17,18,1:37.332,196.141,51,1,23,17:48:18,23.238,23238
901,2014,2,Malaysian Grand Prix,2014-03-30,1,hamilton,Hamilton,131,mercedes,Mercedes,German,22152,44,1,1,1,1,25,56,53,1,1:43.066,193.611,1,1,15,16:30:55,24.604,24604
901,2014,2,Malaysian Grand Prix,2014-03-30,1,hamilton,Hamilton,131,mercedes,Mercedes,German,22152,44,1,1,1,1,25,56,53,1,1:43.066,193.611,1,2,33,17:03:18,25.296,25296
901,2014,2,Malaysian Grand Prix,2014-03-30,1,hamilton,Hamilton,131,mercedes,Mercedes,German,22152,44,1,1,1,1,25,56,53,1,1:43.066,193.611,1,3,51,17:35:18,24.484,24484
901,2014,2,Malaysian Grand Prix,2014-03-30,3,rosberg,Rosberg,131,mercedes,Mercedes,German,22153,6,3,2,2,2,18,56,55,2,1:43.960,191.946,1,1,14,16:29:15,24.723,24723
901,2014,2,Malaysian Grand Prix,2014-03-30,3,rosberg,Rosberg,131,mercedes,Mercedes,German,22153,6,3,2,2,2,18,56,55,2,1:43.960,191.946,1,2,32,17:01:43,25.287,25287
901,2014,2,Malaysian Grand Prix,2014-03-30,3,rosberg,Rosberg,131,mercedes,Mercedes,German,22153,6,3,2,2,2,18,56,55,2,1:43.960,191.946,1,3,50,17:33:47,24.654,24654
901,2014,2,Malaysian Grand Prix,2014-03-30,4,alonso,Alonso,6,ferrari,Ferrari,Italian,22155,14,4,4,4,4,12,56,47,3,1:44.165,191.569,1,1,11,16:24:00,24.466,24466
901,2014,2,Malaysian Grand Prix,2014-03-30,4,alonso,Alonso,6,ferrari,Ferrari,Italian,22155,14,4,4,4,4,12,56,47,3,1:44.165,191.569,1,2,27,16:53:03,24.222,24222
901,2014,2,Malaysian Grand Prix,2014-03-30,4,alonso,Alonso,6,ferrari,Ferrari,Italian,22155,14,4,4,4,4,12,56,47,3,1:44.165,191.569,1,3,42,17:20:04,24.641,24641
901,2014,2,Malaysian Grand Prix,2014-03-30,8,raikkonen,Räikkönen,6,ferrari,Ferrari,Italian,22163,7,6,12,12,12,0,55,36,7,1:45.129,189.812,11,1,2,16:08:22,26.399,26399
901,2014,2,Malaysian Grand Prix,2014-03-30,8,raikkonen,Räikkönen,6,ferrari,Ferrari,Italian,22163,7,6,12,12,12,0,55,36,7,1:45.129,189.812,11,2,18,16:37:53,24.417,24417
901,2014,2,Malaysian Grand Prix,2014-03-30,8,raikkonen,Räikkönen,6,ferrari,Ferrari,Italian,22163,7,6,12,12,12,0,55,36,7,1:45.129,189.812,11,3,34,17:07:07,24.246,24246
901,2014,2,Malaysian Grand Prix,2014-03-30,13,massa,Massa,3,williams,Williams,British,22158,19,13,7,7,7,6,56,44,6,1:44.897,190.232,1,1,12,16:26:05,24.637,24637
901,2014,2,Malaysian Grand Prix,2014-03-30,13,massa,Massa,3,williams,Williams,British,22158,19,13,7,7,7,6,56,44,6,1:44.897,190.232,1,2,27,16:53:28,24.577,24577
901,2014,2,Malaysian Grand Prix,2014-03-30,13,massa,Massa,3,williams,Williams,British,22158,19,13,7,7,7,6,56,44,6,1:44.897,190.232,1,3,42,17:20:35,24.526,24526
901,2014,2,Malaysian Grand Prix,2014-03-30,16,sutil,Sutil,15,sauber,Sauber,Swiss,22169,99,17,NA,R,18,0,32,27,17,1:48.040,184.698,10,1,11,16:24:25,25.998,25998
901,2014,2,Malaysian Grand Prix,2014-03-30,16,sutil,Sutil,15,sauber,Sauber,Swiss,22169,99,17,NA,R,18,0,32,27,17,1:48.040,184.698,10,2,24,16:48:28,25.493,25493
901,2014,2,Malaysian Grand Prix,2014-03-30,18,button,Button,1,mclaren,McLaren,British,22157,22,10,6,6,6,8,56,47,11,1:46.039,188.183,1,1,13,16:27:49,24.841,24841
901,2014,2,Malaysian Grand Prix,2014-03-30,18,button,Button,1,mclaren,McLaren,British,22157,22,10,6,6,6,8,56,47,11,1:46.039,188.183,1,2,25,16:49:48,24.524,24524
901,2014,2,Malaysian Grand Prix,2014-03-30,18,button,Button,1,mclaren,McLaren,British,22157,22,10,6,6,6,8,56,47,11,1:46.039,188.183,1,3,39,17:15:13,25.028,25028
901,2014,2,Malaysian Grand Prix,2014-03-30,20,vettel,Vettel,9,red_bull,Red Bull,Austrian,22154,1,2,3,3,3,15,56,51,4,1:44.289,191.341,1,1,13,16:27:33,24.432,24432
901,2014,2,Malaysian Grand Prix,2014-03-30,20,vettel,Vettel,9,red_bull,Red Bull,Austrian,22154,1,2,3,3,3,15,56,51,4,1:44.289,191.341,1,2,31,17:00:00,24.728,24728
901,2014,2,Malaysian Grand Prix,2014-03-30,20,vettel,Vettel,9,red_bull,Red Bull,Austrian,22154,1,2,3,3,3,15,56,51,4,1:44.289,191.341,1,3,49,17:32:08,25.186,25186
901,2014,2,Malaysian Grand Prix,2014-03-30,154,grosjean,Grosjean,208,lotus_f1,Lotus F1,British,22162,8,15,11,11,11,0,55,42,12,1:46.224,187.855,11,1,12,16:26:14,25.046,25046
901,2014,2,Malaysian Grand Prix,2014-03-30,154,grosjean,Grosjean,208,lotus_f1,Lotus F1,British,22162,8,15,11,11,11,0,55,42,12,1:46.224,187.855,11,2,25,16:50:09,25.596,25596
901,2014,2,Malaysian Grand Prix,2014-03-30,154,grosjean,Grosjean,208,lotus_f1,Lotus F1,British,22162,8,15,11,11,11,0,55,42,12,1:46.224,187.855,11,3,40,17:17:34,25.735,25735
901,2014,2,Malaysian Grand Prix,2014-03-30,155,kobayashi,Kobayashi,207,caterham,Caterham,Malaysian,22164,10,20,13,13,13,0,55,53,15,1:47.753,185.19,11,1,15,16:31:53,27.124,27124
901,2014,2,Malaysian Grand Prix,2014-03-30,155,kobayashi,Kobayashi,207,caterham,Caterham,Malaysian,22164,10,20,13,13,13,0,55,53,15,1:47.753,185.19,11,2,31,17:01:26,26.505,26505
901,2014,2,Malaysian Grand Prix,2014-03-30,807,hulkenberg,Hülkenberg,10,force_india,Force India,Indian,22156,27,7,5,5,5,10,56,38,10,1:45.982,188.284,1,1,16,16:33:07,25.336,25336
901,2014,2,Malaysian Grand Prix,2014-03-30,807,hulkenberg,Hülkenberg,10,force_india,Force India,Indian,22156,27,7,5,5,5,10,56,38,10,1:45.982,188.284,1,2,34,17:05:38,24.887,24887
901,2014,2,Malaysian Grand Prix,2014-03-30,817,ricciardo,Ricciardo,9,red_bull,Red Bull,Austrian,22167,3,5,NA,R,16,0,49,48,5,1:44.675,190.635,39,1,12,16:25:46,24.709,24709
901,2014,2,Malaysian Grand Prix,2014-03-30,817,ricciardo,Ricciardo,9,red_bull,Red Bull,Austrian,22167,3,5,NA,R,16,0,49,48,5,1:44.675,190.635,39,2,28,16:54:45,24.775,24775
901,2014,2,Malaysian Grand Prix,2014-03-30,817,ricciardo,Ricciardo,9,red_bull,Red Bull,Austrian,22167,3,5,NA,R,16,0,49,48,5,1:44.675,190.635,39,3,40,17:16:28,1:49.329,109329
901,2014,2,Malaysian Grand Prix,2014-03-30,817,ricciardo,Ricciardo,9,red_bull,Red Bull,Austrian,22167,3,5,NA,R,16,0,49,48,5,1:44.675,190.635,39,4,42,17:22:17,34.697,34697
901,2014,2,Malaysian Grand Prix,2014-03-30,817,ricciardo,Ricciardo,9,red_bull,Red Bull,Austrian,22167,3,5,NA,R,16,0,49,48,5,1:44.675,190.635,39,5,44,17:26:23,34.480,34480
901,2014,2,Malaysian Grand Prix,2014-03-30,818,vergne,Vergne,5,toro_rosso,Toro Rosso,Italian,22170,25,9,NA,R,19,0,18,4,19,1:48.527,183.869,131,1,2,16:07:55,45.629,45629
901,2014,2,Malaysian Grand Prix,2014-03-30,818,vergne,Vergne,5,toro_rosso,Toro Rosso,Italian,22170,25,9,NA,R,19,0,18,4,19,1:48.527,183.869,131,2,17,16:36:11,26.598,26598
901,2014,2,Malaysian Grand Prix,2014-03-30,820,chilton,Chilton,206,marussia,Marussia,Russian,22166,4,21,15,15,15,0,54,49,18,1:48.249,184.341,12,1,10,16:22:44,25.639,25639
901,2014,2,Malaysian Grand Prix,2014-03-30,820,chilton,Chilton,206,marussia,Marussia,Russian,22166,4,21,15,15,15,0,54,49,18,1:48.249,184.341,12,2,27,16:54:31,29.210,29210
901,2014,2,Malaysian Grand Prix,2014-03-30,820,chilton,Chilton,206,marussia,Marussia,Russian,22166,4,21,15,15,15,0,54,49,18,1:48.249,184.341,12,3,41,17:20:31,27.828,27828
901,2014,2,Malaysian Grand Prix,2014-03-30,821,gutierrez,Gutiérrez,15,sauber,Sauber,Swiss,22168,21,12,NA,R,17,0,35,27,16,1:47.782,185.14,6,1,10,16:22:33,29.420,29420
901,2014,2,Malaysian Grand Prix,2014-03-30,821,gutierrez,Gutiérrez,15,sauber,Sauber,Swiss,22168,21,12,NA,R,17,0,35,27,16,1:47.782,185.14,6,2,23,16:46:42,26.325,26325
901,2014,2,Malaysian Grand Prix,2014-03-30,822,bottas,Bottas,3,williams,Williams,British,22159,77,18,8,8,8,4,56,31,9,1:45.475,189.189,1,1,14,16:29:48,25.020,25020
901,2014,2,Malaysian Grand Prix,2014-03-30,822,bottas,Bottas,3,williams,Williams,British,22159,77,18,8,8,8,4,56,31,9,1:45.475,189.189,1,2,29,16:57:09,24.964,24964
901,2014,2,Malaysian Grand Prix,2014-03-30,822,bottas,Bottas,3,williams,Williams,British,22159,77,18,8,8,8,4,56,31,9,1:45.475,189.189,1,3,44,17:24:12,24.498,24498
901,2014,2,Malaysian Grand Prix,2014-03-30,824,jules_bianchi,Bianchi,206,marussia,Marussia,Russian,22171,17,19,NA,R,20,0,8,4,21,1:51.473,179.01,23,1,1,16:07:01,52.836,52836
901,2014,2,Malaysian Grand Prix,2014-03-30,825,kevin_magnussen,Magnussen,1,mclaren,McLaren,British,22160,20,8,9,9,9,2,55,44,8,1:45.373,189.372,11,1,9,16:20:38,37.116,37116
901,2014,2,Malaysian Grand Prix,2014-03-30,825,kevin_magnussen,Magnussen,1,mclaren,McLaren,British,22160,20,8,9,9,9,2,55,44,8,1:45.373,189.372,11,2,24,16:48:18,30.661,30661
901,2014,2,Malaysian Grand Prix,2014-03-30,825,kevin_magnussen,Magnussen,1,mclaren,McLaren,British,22160,20,8,9,9,9,2,55,44,8,1:45.373,189.372,11,3,39,17:15:37,24.415,24415
901,2014,2,Malaysian Grand Prix,2014-03-30,826,kvyat,Kvyat,5,toro_rosso,Toro Rosso,Italian,22161,26,11,10,10,10,1,55,36,13,1:46.695,187.026,11,1,10,16:22:31,25.109,25109
901,2014,2,Malaysian Grand Prix,2014-03-30,826,kvyat,Kvyat,5,toro_rosso,Toro Rosso,Italian,22161,26,11,10,10,10,1,55,36,13,1:46.695,187.026,11,2,22,16:44:37,27.473,27473
901,2014,2,Malaysian Grand Prix,2014-03-30,826,kvyat,Kvyat,5,toro_rosso,Toro Rosso,Italian,22161,26,11,10,10,10,1,55,36,13,1:46.695,187.026,11,3,34,17:06:44,25.289,25289
901,2014,2,Malaysian Grand Prix,2014-03-30,828,ericsson,Ericsson,207,caterham,Caterham,Malaysian,22165,9,22,14,14,14,0,54,40,14,1:47.500,185.626,12,1,11,16:24:33,30.040,30040
901,2014,2,Malaysian Grand Prix,2014-03-30,828,ericsson,Ericsson,207,caterham,Caterham,Malaysian,22165,9,22,14,14,14,0,54,40,14,1:47.500,185.626,12,2,26,16:52:40,26.515,26515
901,2014,2,Malaysian Grand Prix,2014-03-30,828,ericsson,Ericsson,207,caterham,Caterham,Malaysian,22165,9,22,14,14,14,0,54,40,14,1:47.500,185.626,12,3,38,17:15:01,26.030,26030
902,2014,3,Bahrain Grand Prix,2014-04-06,1,hamilton,Hamilton,131,mercedes,Mercedes,German,22174,44,2,1,1,1,25,57,49,2,1:37.108,200.634,1,1,19,18:36:24,24.687,24687
902,2014,3,Bahrain Grand Prix,2014-04-06,1,hamilton,Hamilton,131,mercedes,Mercedes,German,22174,44,2,1,1,1,25,57,49,2,1:37.108,200.634,1,2,41,19:13:29,25.146,25146
902,2014,3,Bahrain Grand Prix,2014-04-06,3,rosberg,Rosberg,131,mercedes,Mercedes,German,22175,6,1,2,2,2,18,57,49,1,1:37.020,200.816,1,1,21,18:39:48,24.851,24851
902,2014,3,Bahrain Grand Prix,2014-04-06,3,rosberg,Rosberg,131,mercedes,Mercedes,German,22175,6,1,2,2,2,18,57,49,1,1:37.020,200.816,1,2,41,19:13:42,24.907,24907
902,2014,3,Bahrain Grand Prix,2014-04-06,4,alonso,Alonso,6,ferrari,Ferrari,Italian,22182,14,9,9,9,9,2,57,53,12,1:39.732,195.355,1,1,12,18:24:52,25.770,25770
902,2014,3,Bahrain Grand Prix,2014-04-06,4,alonso,Alonso,6,ferrari,Ferrari,Italian,22182,14,9,9,9,9,2,57,53,12,1:39.732,195.355,1,2,28,18:52:21,24.576,24576
902,2014,3,Bahrain Grand Prix,2014-04-06,4,alonso,Alonso,6,ferrari,Ferrari,Italian,22182,14,9,9,9,9,2,57,53,12,1:39.732,195.355,1,3,41,19:14:50,24.493,24493
902,2014,3,Bahrain Grand Prix,2014-04-06,8,raikkonen,Räikkönen,6,ferrari,Ferrari,Italian,22183,7,5,10,10,10,1,57,35,8,1:39.438,195.933,1,1,13,18:26:37,25.009,25009
902,2014,3,Bahrain Grand Prix,2014-04-06,8,raikkonen,Räikkönen,6,ferrari,Ferrari,Italian,22183,7,5,10,10,10,1,57,35,8,1:39.438,195.933,1,2,33,19:01:01,25.415,25415
902,2014,3,Bahrain Grand Prix,2014-04-06,8,raikkonen,Räikkönen,6,ferrari,Ferrari,Italian,22183,7,5,10,10,10,1,57,35,8,1:39.438,195.933,1,3,41,19:15:09,24.453,24453
902,2014,3,Bahrain Grand Prix,2014-04-06,13,massa,Massa,3,williams,Williams,British,22180,19,7,7,7,7,6,57,40,5,1:39.272,196.26,1,1,13,18:26:30,24.528,24528
902,2014,3,Bahrain Grand Prix,2014-04-06,13,massa,Massa,3,williams,Williams,British,22180,19,7,7,7,7,6,57,40,5,1:39.272,196.26,1,2,28,18:52:16,25.896,25896
902,2014,3,Bahrain Grand Prix,2014-04-06,13,massa,Massa,3,williams,Williams,British,22180,19,7,7,7,7,6,57,40,5,1:39.272,196.26,1,3,38,19:09:23,24.575,24575
902,2014,3,Bahrain Grand Prix,2014-04-06,16,sutil,Sutil,15,sauber,Sauber,Swiss,22195,99,22,NA,R,22,0,17,9,20,1:41.791,191.403,4,1,7,18:16:37,25.293,25293
902,2014,3,Bahrain Grand Prix,2014-04-06,16,sutil,Sutil,15,sauber,Sauber,Swiss,22195,99,22,NA,R,22,0,17,9,20,1:41.791,191.403,4,2,13,18:29:29,40.747,40747
902,2014,3,Bahrain Grand Prix,2014-04-06,18,button,Button,1,mclaren,McLaren,British,22190,22,6,17,17,17,0,55,37,10,1:39.565,195.683,8,1,17,18:33:25,24.476,24476
902,2014,3,Bahrain Grand Prix,2014-04-06,18,button,Button,1,mclaren,McLaren,British,22190,22,6,17,17,17,0,55,37,10,1:39.565,195.683,8,2,35,19:04:08,25.245,25245
902,2014,3,Bahrain Grand Prix,2014-04-06,20,vettel,Vettel,9,red_bull,Red Bull,Austrian,22179,1,10,6,6,6,8,57,18,6,1:39.312,196.181,1,1,16,18:31:48,24.964,24964
902,2014,3,Bahrain Grand Prix,2014-04-06,20,vettel,Vettel,9,red_bull,Red Bull,Austrian,22179,1,10,6,6,6,8,57,18,6,1:39.312,196.181,1,2,34,19:02:35,26.186,26186
902,2014,3,Bahrain Grand Prix,2014-04-06,154,grosjean,Grosjean,208,lotus_f1,Lotus F1,British,22185,8,16,12,12,12,0,57,39,9,1:39.443,195.923,1,1,13,18:26:50,25.192,25192
902,2014,3,Bahrain Grand Prix,2014-04-06,154,grosjean,Grosjean,208,lotus_f1,Lotus F1,British,22185,8,16,12,12,12,0,57,39,9,1:39.443,195.923,1,2,28,18:52:44,25.032,25032
902,2014,3,Bahrain Grand Prix,2014-04-06,154,grosjean,Grosjean,208,lotus_f1,Lotus F1,British,22185,8,16,12,12,12,0,57,39,9,1:39.443,195.923,1,3,37,19:08:17,25.693,25693
902,2014,3,Bahrain Grand Prix,2014-04-06,155,kobayashi,Kobayashi,207,caterham,Caterham,Malaysian,22188,10,18,15,15,15,0,57,17,18,1:41.246,192.434,1,1,15,18:30:29,27.124,27124
902,2014,3,Bahrain Grand Prix,2014-04-06,155,kobayashi,Kobayashi,207,caterham,Caterham,Malaysian,22188,10,18,15,15,15,0,57,17,18,1:41.246,192.434,1,2,35,19:05:19,26.628,26628
902,2014,3,Bahrain Grand Prix,2014-04-06,807,hulkenberg,Hülkenberg,10,force_india,Force India,Indian,22178,27,11,5,5,5,10,57,37,3,1:38.785,197.228,1,1,15,18:29:59,24.757,24757
902,2014,3,Bahrain Grand Prix,2014-04-06,807,hulkenberg,Hülkenberg,10,force_india,Force India,Indian,22178,27,11,5,5,5,10,57,37,3,1:38.785,197.228,1,2,35,19:04:06,24.440,24440
902,2014,3,Bahrain Grand Prix,2014-04-06,813,maldonado,Maldonado,208,lotus_f1,Lotus F1,British,22187,13,17,14,14,14,0,57,52,11,1:39.666,195.484,1,1,19,18:37:12,25.395,25395
902,2014,3,Bahrain Grand Prix,2014-04-06,813,maldonado,Maldonado,208,lotus_f1,Lotus F1,British,22187,13,17,14,14,14,0,57,52,11,1:39.666,195.484,1,2,39,19:11:30,26.440,26440
902,2014,3,Bahrain Grand Prix,2014-04-06,813,maldonado,Maldonado,208,lotus_f1,Lotus F1,British,22187,13,17,14,14,14,0,57,52,11,1:39.666,195.484,1,3,40,19:13:51,34.249,34249
902,2014,3,Bahrain Grand Prix,2014-04-06,813,maldonado,Maldonado,208,lotus_f1,Lotus F1,British,22187,13,17,14,14,14,0,57,52,11,1:39.666,195.484,1,4,47,19:27:48,32.874,32874
902,2014,3,Bahrain Grand Prix,2014-04-06,815,perez,Pérez,10,force_india,Force India,Indian,22176,11,4,3,3,3,15,57,36,7,1:39.320,196.165,1,1,16,18:31:38,24.697,24697
902,2014,3,Bahrain Grand Prix,2014-04-06,815,perez,Pérez,10,force_india,Force India,Indian,22176,11,4,3,3,3,15,57,36,7,1:39.320,196.165,1,2,34,19:02:23,24.737,24737
902,2014,3,Bahrain Grand Prix,2014-04-06,817,ricciardo,Ricciardo,9,red_bull,Red Bull,Austrian,22177,3,13,4,4,4,12,57,38,4,1:39.269,196.266,1,1,18,18:35:12,24.706,24706
902,2014,3,Bahrain Grand Prix,2014-04-06,817,ricciardo,Ricciardo,9,red_bull,Red Bull,Austrian,22177,3,13,4,4,4,12,57,38,4,1:39.269,196.266,1,2,35,19:04:23,24.816,24816
902,2014,3,Bahrain Grand Prix,2014-04-06,818,vergne,Vergne,5,toro_rosso,Toro Rosso,Italian,22194,25,14,NA,R,21,0,18,16,19,1:41.650,191.669,31,1,1,18:06:44,33.895,33895
902,2014,3,Bahrain Grand Prix,2014-04-06,818,vergne,Vergne,5,toro_rosso,Toro Rosso,Italian,22194,25,14,NA,R,21,0,18,16,19,1:41.650,191.669,31,2,14,18:29:48,25.897,25897
902,2014,3,Bahrain Grand Prix,2014-04-06,820,chilton,Chilton,206,marussia,Marussia,Russian,22186,4,21,13,13,13,0,57,48,21,1:41.825,191.34,1,1,11,18:23:35,25.858,25858
902,2014,3,Bahrain Grand Prix,2014-04-06,820,chilton,Chilton,206,marussia,Marussia,Russian,22186,4,21,13,13,13,0,57,48,21,1:41.825,191.34,1,2,28,18:53:21,27.233,27233
902,2014,3,Bahrain Grand Prix,2014-04-06,820,chilton,Chilton,206,marussia,Marussia,Russian,22186,4,21,13,13,13,0,57,48,21,1:41.825,191.34,1,3,40,19:14:34,25.981,25981
902,2014,3,Bahrain Grand Prix,2014-04-06,821,gutierrez,Gutiérrez,15,sauber,Sauber,Swiss,22192,21,15,NA,R,19,0,39,32,16,1:40.698,193.481,4,1,12,18:25:08,25.543,25543
902,2014,3,Bahrain Grand Prix,2014-04-06,821,gutierrez,Gutiérrez,15,sauber,Sauber,Swiss,22192,21,15,NA,R,19,0,39,32,16,1:40.698,193.481,4,2,27,18:51:10,25.633,25633
902,2014,3,Bahrain Grand Prix,2014-04-06,822,bottas,Bottas,3,williams,Williams,British,22181,77,3,8,8,8,4,57,50,13,1:39.762,195.296,1,1,10,18:21:24,25.040,25040
902,2014,3,Bahrain Grand Prix,2014-04-06,822,bottas,Bottas,3,williams,Williams,British,22181,77,3,8,8,8,4,57,50,13,1:39.762,195.296,1,2,25,18:47:07,25.068,25068
902,2014,3,Bahrain Grand Prix,2014-04-06,822,bottas,Bottas,3,williams,Williams,British,22181,77,3,8,8,8,4,57,50,13,1:39.762,195.296,1,3,40,19:12:44,25.980,25980
